wiki_db,date,commitsha,rcfilters_enabled,extension_status,useOres,useOresUi,rcfilters_watchlist_enabled,damaging_maybebad_min,damaging_maybebad_max,damaging_verylikelybad_min,damaging_verylikelybad_max,goodfaith_maybebad_min,goodfaith_maybebad_max,goodfaith_likelybad_min,goodfaith_likelybad_max,goodfaith_verylikelybad_min,goodfaith_verylikelybad_max,damaging_likelybad_min,damaging_likelybad_max,damaging_likelygood_min,damaging_likelygood_max,goodfaith_likelygood_min,goodfaith_likelygood_max,damaging_hard,damaging_soft,damaging_softest,goodfaith_good_min,goodfaith_good_max,goodfaith_bad_min,goodfaith_bad_max,has_ores,rcfilters_enabled_default,extension_status_default,rcfilters_watchlist_enabled_default,commitsha_default,has_extension,has_beta_extension,has_rcfilters,has_rcfilters_watchlist
rowiki,2018-06-16 00:00:00,5dfa70bd7e90d254e7aeb41055e428ad73ea8ef5,True,,True,,True,,,maximum recall @ precision >= 0.75,1,,,,,0.0,maximum recall @ precision >= 0.75,,,,,maximum filter_rate @ recall >= 0.9,1.0,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
rowiki,2018-07-18 03:05:19,b59dc054d75966cc444880ed9e6ed797a34a46e1,,,True,True,,,,maximum recall @ precision >= 0.75,1,,,,,0.0,maximum recall @ precision >= 0.75,,,,,maximum filter_rate @ recall >= 0.9,1.0,,,,,,,,True,False,,True,b59dc054d75966cc444880ed9e6ed797a34a46e1,False,False,True,True
ruwiki,2016-07-06 16:43:03,2b6591969c07645c38d2649258b4a3893b7c5ec4,,,True,,,,,,,,,,,,,,,,,,,0.44,0.69,,,,,,True,,,,83721dc27d3ecadb550a759e9004c794ad0cb792,False,False,False,False
ruwiki,2017-04-10 15:45:11,2f003068a67e7e23417eab9e4a4aa61ad5b35b48,,,True,,,0.466,1.0,0.935,1,0.0,0.549,,,,,0.859,1.0,0.0,0.599,,,0.5,0.73,0.95,0.57,1.0,0.0,0.081,True,False,beta,,9bf5037a356260c8718088a96e12271a28fe76d9,False,True,False,False
ruwiki,2017-04-11 06:38:06,653ef7704f549485c006186a7f77c92a06435717,True,on,True,,,0.466,1.0,0.935,1,0.0,0.549,,,,,0.859,1.0,0.0,0.599,,,0.5,0.73,0.95,0.57,1.0,0.0,0.081,True,False,beta,,9bf5037a356260c8718088a96e12271a28fe76d9,True,False,True,False
ruwiki,2017-04-24 07:44:50,bfc85146c44bb7396fdda631c8eb9ea97e9691bf,,,True,,,0.466,1.0,0.935,1,0.0,0.549,,,,,0.859,1.0,0.0,0.599,,,0.5,0.73,0.95,0.57,1.0,0.0,0.081,True,True,on,,bfc85146c44bb7396fdda631c8eb9ea97e9691bf,True,False,True,False
ruwiki,2017-04-27 16:13:51,868fbd422cd1f9a8be9b4b4c85f3a0981036a851,,,True,,,,,recall_at_precision(min_precision=0.75),1,0.0,recall_at_precision(min_precision=0.15),0.0,recall_at_precision(min_precision=0.45),0.0,recall_at_precision(min_precision=0.75),recall_at_precision(min_precision=0.45),1.0,0.0,recall_at_precision(min_precision=0.99),,,0.5,0.73,0.95,,,,,True,True,on,,bfc85146c44bb7396fdda631c8eb9ea97e9691bf,True,False,True,False
ruwiki,2017-09-19 00:00:00,868fbd422cd1f9a8be9b4b4c85f3a0981036a851,True,,True,,,,,recall_at_precision(min_precision=0.75),1,0.0,recall_at_precision(min_precision=0.15),0.0,recall_at_precision(min_precision=0.45),0.0,recall_at_precision(min_precision=0.75),recall_at_precision(min_precision=0.45),1.0,0.0,recall_at_precision(min_precision=0.99),,,0.5,0.73,0.95,,,,,True,True,,False,f28cd8d6cfc6913ab506d6a471347980987b1a25,False,False,True,False
ruwiki,2017-11-20 15:25:47,50cc4870cb9472eebd7780e5832fa3aa3a181110,,,False,,,,,recall_at_precision(min_precision=0.75),1,0.0,recall_at_precision(min_precision=0.15),0.0,recall_at_precision(min_precision=0.45),0.0,recall_at_precision(min_precision=0.75),recall_at_precision(min_precision=0.45),1.0,0.0,recall_at_precision(min_precision=0.99),,,,,,,,,,False,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,False,False
ruwiki,2017-11-27 13:35:54,0af3ea9e27a31d7988f43c507c9c43e127e5b52b,,,True,,,,,recall_at_precision(min_precision=0.75),1,0.0,recall_at_precision(min_precision=0.15),0.0,recall_at_precision(min_precision=0.45),0.0,recall_at_precision(min_precision=0.75),recall_at_precision(min_precision=0.45),1.0,0.0,recall_at_precision(min_precision=0.99),,,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
ruwiki,2018-03-14 16:09:06,5dfa70bd7e90d254e7aeb41055e428ad73ea8ef5,,,True,,,,,maximum recall @ precision >= 0.75,1,0.0,maximum recall @ precision >= 0.15,0.0,maximum recall @ precision >= 0.45,0.0,maximum recall @ precision >= 0.75,maximum recall @ precision >= 0.45,1.0,0.0,maximum recall @ precision >= 0.99,,,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
ruwiki,2018-06-16 00:00:00,5dfa70bd7e90d254e7aeb41055e428ad73ea8ef5,True,,True,,True,,,maximum recall @ precision >= 0.75,1,0.0,maximum recall @ precision >= 0.15,0.0,maximum recall @ precision >= 0.45,0.0,maximum recall @ precision >= 0.75,maximum recall @ precision >= 0.45,1.0,0.0,maximum recall @ precision >= 0.99,,,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
ruwiki,2018-07-18 03:05:19,b59dc054d75966cc444880ed9e6ed797a34a46e1,,,True,True,,,,maximum recall @ precision >= 0.75,1,0.0,maximum recall @ precision >= 0.15,0.0,maximum recall @ precision >= 0.45,0.0,maximum recall @ precision >= 0.75,maximum recall @ precision >= 0.45,1.0,0.0,maximum recall @ precision >= 0.99,,,,,,,,,,True,False,,True,b59dc054d75966cc444880ed9e6ed797a34a46e1,False,False,True,True
simplewiki,2018-02-26 16:31:19,081fc34336792854b75381bdb079e862f8f88f40,,,True,,,recall_at_precision(min_precision=0.15),1.0,,,0.0,recall_at_precision(min_precision=0.15),,,0.0,recall_at_precision(min_precision=0.9),recall_at_precision(min_precision=0.45),1.0,0.0,recall_at_precision(min_precision=0.99),recall_at_precision(min_precision=0.99),1.0,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
simplewiki,2018-03-14 16:09:06,5dfa70bd7e90d254e7aeb41055e428ad73ea8ef5,,,True,,,maximum recall @ precision >= 0.15,1.0,,,0.0,maximum recall @ precision >= 0.15,,,0.0,maximum recall @ precision >= 0.9,maximum recall @ precision >= 0.45,1.0,0.0,maximum recall @ precision >= 0.99,maximum recall @ precision >= 0.99,1.0,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
simplewiki,2018-06-16 00:00:00,5dfa70bd7e90d254e7aeb41055e428ad73ea8ef5,True,,True,,True,maximum recall @ precision >= 0.15,1.0,,,0.0,maximum recall @ precision >= 0.15,,,0.0,maximum recall @ precision >= 0.9,maximum recall @ precision >= 0.45,1.0,0.0,maximum recall @ precision >= 0.99,maximum recall @ precision >= 0.99,1.0,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
simplewiki,2018-07-18 03:05:19,b59dc054d75966cc444880ed9e6ed797a34a46e1,,,True,True,,maximum recall @ precision >= 0.15,1.0,,,0.0,maximum recall @ precision >= 0.15,,,0.0,maximum recall @ precision >= 0.9,maximum recall @ precision >= 0.45,1.0,0.0,maximum recall @ precision >= 0.99,maximum recall @ precision >= 0.99,1.0,,,,,,,,True,False,,True,b59dc054d75966cc444880ed9e6ed797a34a46e1,False,False,True,True
sqwiki,2017-07-24 16:00:56,05953ea411652f54149ee42c747e22ca76d8d7a6,,,True,,,,,,,0.0,recall_at_precision(min_precision=0.15),0.0,recall_at_precision(min_precision=0.45),0.0,recall_at_precision(min_precision=0.9),,,0.0,filter_rate_at_recall(min_recall=0.9),filter_rate_at_recall(min_recall=0.9),1.0,,,,,,,,True,True,,,eff16d3f73b609f78d5afa74f9201dd04ebc4654,False,False,True,False
sqwiki,2017-09-19 00:00:00,05953ea411652f54149ee42c747e22ca76d8d7a6,True,,True,,,,,,,0.0,recall_at_precision(min_precision=0.15),0.0,recall_at_precision(min_precision=0.45),0.0,recall_at_precision(min_precision=0.9),,,0.0,filter_rate_at_recall(min_recall=0.9),filter_rate_at_recall(min_recall=0.9),1.0,,,,,,,,True,True,,False,f28cd8d6cfc6913ab506d6a471347980987b1a25,False,False,True,False
sqwiki,2018-03-14 16:09:06,5dfa70bd7e90d254e7aeb41055e428ad73ea8ef5,,,True,,,,,,,0.0,maximum recall @ precision >= 0.15,0.0,maximum recall @ precision >= 0.45,0.0,maximum recall @ precision >= 0.9,,,0.0,maximum filter_rate @ recall >= 0.9,maximum filter_rate @ recall >= 0.9,1.0,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
sqwiki,2018-06-16 00:00:00,5dfa70bd7e90d254e7aeb41055e428ad73ea8ef5,True,,True,,True,,,,,0.0,maximum recall @ precision >= 0.15,0.0,maximum recall @ precision >= 0.45,0.0,maximum recall @ precision >= 0.9,,,0.0,maximum filter_rate @ recall >= 0.9,maximum filter_rate @ recall >= 0.9,1.0,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
sqwiki,2018-07-18 03:05:19,b59dc054d75966cc444880ed9e6ed797a34a46e1,,,True,True,,,,,,0.0,maximum recall @ precision >= 0.15,0.0,maximum recall @ precision >= 0.45,0.0,maximum recall @ precision >= 0.9,,,0.0,maximum filter_rate @ recall >= 0.9,maximum filter_rate @ recall >= 0.9,1.0,,,,,,,,True,False,,True,b59dc054d75966cc444880ed9e6ed797a34a46e1,False,False,True,True
srwiki,2018-07-09 11:53:17,c556e8e64304c8846505c07f6adafdb301d7edec,,,True,,,,,maximum recall @ precision >= 0.75,1,,,,,,,maximum recall @ precision >= 0.45,1.0,0.0,maximum recall @ precision >= 0.999,,,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
srwiki,2018-07-18 03:05:19,b59dc054d75966cc444880ed9e6ed797a34a46e1,,,True,True,,,,maximum recall @ precision >= 0.75,1,,,,,,,maximum recall @ precision >= 0.45,1.0,0.0,maximum recall @ precision >= 0.999,,,,,,,,,,True,False,,True,b59dc054d75966cc444880ed9e6ed797a34a46e1,False,False,True,True
svwiki,2018-02-26 16:42:25,236766701c4e0bbae60e0ffd331fbff9355ae4b3,,,True,,,,,recall_at_precision(min_precision=0.98),1,,,,,,,recall_at_precision(min_precision=0.75),1.0,,,recall_at_precision(min_precision=0.999),1.0,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
svwiki,2018-02-26 16:51:21,733e003a1a6bbac641ab024a1328a2b2819299c1,,,True,,,,,recall_at_precision(min_precision=0.98),1,,,,,0.0,recall_at_precision(min_precision=0.9),recall_at_precision(min_precision=0.75),1.0,,,recall_at_precision(min_precision=0.999),1.0,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
svwiki,2018-03-14 16:09:06,5dfa70bd7e90d254e7aeb41055e428ad73ea8ef5,,,True,,,,,maximum recall @ precision >= 0.98,1,,,,,0.0,maximum recall @ precision >= 0.9,maximum recall @ precision >= 0.75,1.0,,,maximum recall @ precision >= 0.999,1.0,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
svwiki,2018-06-16 00:00:00,5dfa70bd7e90d254e7aeb41055e428ad73ea8ef5,True,,True,,True,,,maximum recall @ precision >= 0.98,1,,,,,0.0,maximum recall @ precision >= 0.9,maximum recall @ precision >= 0.75,1.0,,,maximum recall @ precision >= 0.999,1.0,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
svwiki,2018-07-18 03:05:19,b59dc054d75966cc444880ed9e6ed797a34a46e1,,,True,True,,,,maximum recall @ precision >= 0.98,1,,,,,0.0,maximum recall @ precision >= 0.9,maximum recall @ precision >= 0.75,1.0,,,maximum recall @ precision >= 0.999,1.0,,,,,,,,True,False,,True,b59dc054d75966cc444880ed9e6ed797a34a46e1,False,False,True,True
test2wiki,2017-03-21 16:09:36,9bf5037a356260c8718088a96e12271a28fe76d9,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,beta,,9bf5037a356260c8718088a96e12271a28fe76d9,False,True,False,False
test2wiki,2017-09-19 00:00:00,9bf5037a356260c8718088a96e12271a28fe76d9,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,,False,f28cd8d6cfc6913ab506d6a471347980987b1a25,False,False,False,False
test2wiki,2018-06-16 00:00:00,9bf5037a356260c8718088a96e12271a28fe76d9,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,False,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,False,False
test2wiki,2018-07-26 03:23:33,0cca1e8e2fa584eef73a370e822eb56024a16ed7,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,True,b59dc054d75966cc444880ed9e6ed797a34a46e1,False,False,True,True
testwiki,2017-03-21 16:09:36,9bf5037a356260c8718088a96e12271a28fe76d9,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,beta,,9bf5037a356260c8718088a96e12271a28fe76d9,False,True,False,False
testwiki,2017-09-19 00:00:00,9bf5037a356260c8718088a96e12271a28fe76d9,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,,False,f28cd8d6cfc6913ab506d6a471347980987b1a25,False,False,False,False
testwiki,2018-06-16 00:00:00,9bf5037a356260c8718088a96e12271a28fe76d9,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,False,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,False,False
testwiki,2018-07-18 09:01:27,e9e8224ab5f4dc877c666ffc2b64e1dbec18b0b4,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,True,b59dc054d75966cc444880ed9e6ed797a34a46e1,False,False,True,True
trwiki,2016-07-13 05:14:13,7d6b0c09c03af0c47d00819057524f6573f6f7ff,,,True,,,,,,,,,,,,,,,,,,,0.22,0.49,,,,,,True,,,,83721dc27d3ecadb550a759e9004c794ad0cb792,False,False,False,False
trwiki,2017-04-10 15:45:11,2f003068a67e7e23417eab9e4a4aa61ad5b35b48,,,True,,,0.105,1.0,0.912,1,0.0,0.86,,,,,0.882,1.0,0.0,0.155,,,0.2,0.58,0.92,0.809,1.0,0.0,0.119,True,False,beta,,9bf5037a356260c8718088a96e12271a28fe76d9,False,True,False,False
trwiki,2017-04-11 06:38:06,653ef7704f549485c006186a7f77c92a06435717,True,on,True,,,0.105,1.0,0.912,1,0.0,0.86,,,,,0.882,1.0,0.0,0.155,,,0.2,0.58,0.92,0.809,1.0,0.0,0.119,True,False,beta,,9bf5037a356260c8718088a96e12271a28fe76d9,True,False,True,False
trwiki,2017-04-24 07:44:50,bfc85146c44bb7396fdda631c8eb9ea97e9691bf,,,True,,,0.105,1.0,0.912,1,0.0,0.86,,,,,0.882,1.0,0.0,0.155,,,0.2,0.58,0.92,0.809,1.0,0.0,0.119,True,True,on,,bfc85146c44bb7396fdda631c8eb9ea97e9691bf,True,False,True,False
trwiki,2017-04-27 16:13:51,868fbd422cd1f9a8be9b4b4c85f3a0981036a851,,,True,,,,,recall_at_precision(min_precision=0.75),1,,,0.0,recall_at_precision(min_precision=0.45),0.0,recall_at_precision(min_precision=0.75),recall_at_precision(min_precision=0.45),1.0,,,,,0.2,0.58,0.92,,,,,True,True,on,,bfc85146c44bb7396fdda631c8eb9ea97e9691bf,True,False,True,False
trwiki,2017-09-19 00:00:00,868fbd422cd1f9a8be9b4b4c85f3a0981036a851,True,,True,,,,,recall_at_precision(min_precision=0.75),1,,,0.0,recall_at_precision(min_precision=0.45),0.0,recall_at_precision(min_precision=0.75),recall_at_precision(min_precision=0.45),1.0,,,,,0.2,0.58,0.92,,,,,True,True,,False,f28cd8d6cfc6913ab506d6a471347980987b1a25,False,False,True,False
trwiki,2018-03-14 16:09:06,5dfa70bd7e90d254e7aeb41055e428ad73ea8ef5,,,True,,,,,maximum recall @ precision >= 0.75,1,,,0.0,maximum recall @ precision >= 0.45,0.0,maximum recall @ precision >= 0.75,maximum recall @ precision >= 0.45,1.0,,,,,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
trwiki,2018-06-16 00:00:00,5dfa70bd7e90d254e7aeb41055e428ad73ea8ef5,True,,True,,True,,,maximum recall @ precision >= 0.75,1,,,0.0,maximum recall @ precision >= 0.45,0.0,maximum recall @ precision >= 0.75,maximum recall @ precision >= 0.45,1.0,,,,,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
trwiki,2018-07-18 03:05:19,b59dc054d75966cc444880ed9e6ed797a34a46e1,,,True,True,,,,maximum recall @ precision >= 0.75,1,,,0.0,maximum recall @ precision >= 0.45,0.0,maximum recall @ precision >= 0.75,maximum recall @ precision >= 0.45,1.0,,,,,,,,,,,,True,False,,True,b59dc054d75966cc444880ed9e6ed797a34a46e1,False,False,True,True
wikidatawiki,2016-06-22 08:08:26,83721dc27d3ecadb550a759e9004c794ad0cb792,,,True,,,,,,,,,,,,,,,,,,,0.8,0.96,,,,,,True,,,,83721dc27d3ecadb550a759e9004c794ad0cb792,False,False,False,False
wikidatawiki,2017-04-24 07:44:50,bfc85146c44bb7396fdda631c8eb9ea97e9691bf,False,beta,True,,,,,,,,,,,,,,,,,,,0.92,0.97,0.99,,,,,True,True,on,,bfc85146c44bb7396fdda631c8eb9ea97e9691bf,True,True,False,False
wikidatawiki,2017-04-27 16:13:51,868fbd422cd1f9a8be9b4b4c85f3a0981036a851,False,beta,True,,,,,,,,,,,0.0,recall_at_precision(min_precision=0.9),recall_at_precision(min_precision=0.75),1.0,,,,,0.92,0.97,0.99,,,,,True,True,on,,bfc85146c44bb7396fdda631c8eb9ea97e9691bf,True,True,False,False
wikidatawiki,2017-05-09 16:03:15,487dbe5cc51da5a1b6c9b35ab80c43d1f092ce9c,,,True,,,,,,,,,,,0.0,recall_at_precision(min_precision=0.9),recall_at_precision(min_precision=0.75),1.0,,,,,0.92,0.97,0.99,,,,,True,True,on,,bfc85146c44bb7396fdda631c8eb9ea97e9691bf,True,False,True,False
wikidatawiki,2017-09-19 00:00:00,487dbe5cc51da5a1b6c9b35ab80c43d1f092ce9c,True,,True,,,,,,,,,,,0.0,recall_at_precision(min_precision=0.9),recall_at_precision(min_precision=0.75),1.0,,,,,0.92,0.97,0.99,,,,,True,True,,False,f28cd8d6cfc6913ab506d6a471347980987b1a25,False,False,True,False
wikidatawiki,2017-10-26 12:56:43,9f442d5cff1bea7bcfa57f1e0681e479e6d88430,,,False,,,,,,,,,,,0.0,recall_at_precision(min_precision=0.9),recall_at_precision(min_precision=0.75),1.0,,,,,,,,,,,,False,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,False,False
wikidatawiki,2017-10-30 07:03:44,1d6d2af399c51e82d39e40a0fbfc663b5ccdf2aa,,,True,,,,,,,,,,,0.0,recall_at_precision(min_precision=0.9),recall_at_precision(min_precision=0.75),1.0,,,,,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
wikidatawiki,2017-11-15 06:36:13,6258ca2a16138655ddcf00dc6b46242849463a5a,,,True,,,,,0,recall_at_precision(min_precision=0.12),,,,,0.0,recall_at_precision(min_precision=0.9),recall_at_precision(min_precision=0.08),1.0,,,,,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
wikidatawiki,2017-11-27 13:05:24,1b522a63a8000dba0fe59166032602e083ec5343,,,False,,,,,0,recall_at_precision(min_precision=0.12),,,,,0.0,recall_at_precision(min_precision=0.9),recall_at_precision(min_precision=0.08),1.0,,,,,,,,,,,,False,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,False,False
wikidatawiki,2017-11-27 13:35:54,0af3ea9e27a31d7988f43c507c9c43e127e5b52b,,,True,,,,,0,recall_at_precision(min_precision=0.12),,,,,0.0,recall_at_precision(min_precision=0.9),recall_at_precision(min_precision=0.08),1.0,,,,,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
wikidatawiki,2017-11-28 06:55:34,af345fcdb964e6481c527b883d92d17244d2ec41,,,True,,,,,,,,,,,0.0,recall_at_precision(min_precision=0.9),recall_at_precision(min_precision=0.75),1.0,,,,,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
wikidatawiki,2018-03-14 16:09:06,5dfa70bd7e90d254e7aeb41055e428ad73ea8ef5,,,True,,,,,,,,,,,0.0,maximum recall @ precision >= 0.9,maximum recall @ precision >= 0.75,1.0,,,,,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
wikidatawiki,2018-06-16 00:00:00,5dfa70bd7e90d254e7aeb41055e428ad73ea8ef5,True,,True,,True,,,,,,,,,0.0,maximum recall @ precision >= 0.9,maximum recall @ precision >= 0.75,1.0,,,,,,,,,,,,True,True,,True,22f6ec8967a3b66019881f27bb37515eaae855bc,False,False,True,True
wikidatawiki,2018-07-18 03:05:19,b59dc054d75966cc444880ed9e6ed797a34a46e1,,,True,True,,,,,,,,,,0.0,maximum recall @ precision >= 0.9,maximum recall @ precision >= 0.75,1.0,,,,,,,,,,,,True,False,,True,b59dc054d75966cc444880ed9e6ed797a34a46e1,False,False,True,True
zhwiki,2019-09-03 16:04:06,d4b12dbba090d6a67e18b47d0d126e81c12e89f1,,,True,True,,maximum recall @ precision >= 0.15,1.0,,,0.0,maximum recall @ precision >= 0.15,0.0,maximum recall @ precision >= 0.45,0.0,maximum recall @ precision >= 0.75,,,0.0,maximum recall @ precision >= 0.99,maximum recall @ precision >= 0.99,1.0,,,,,,,,True,,,,ef78f52b302c172f8991c37b802ac50e3be39e32,False,False,True,True
