wiki_db,level_1,level_0,index,commitsha,damaging_hard,damaging_likelybad_max,damaging_likelybad_min,damaging_likelygood_max,damaging_likelygood_min,damaging_maybebad_max,damaging_maybebad_min,damaging_soft,damaging_softest,damaging_verylikelybad_max,damaging_verylikelybad_min,extension_status,goodfaith_bad_max,goodfaith_bad_min,goodfaith_good_max,goodfaith_good_min,goodfaith_likelybad_max,goodfaith_likelybad_min,goodfaith_likelygood_max,goodfaith_likelygood_min,goodfaith_maybebad_max,goodfaith_maybebad_min,goodfaith_verylikelybad_max,goodfaith_verylikelybad_min,rcfilters_enabled,rcfilters_watchlist_enabled,useOres,useOresUi,has_ores,rcfilters_enabled_default,extension_status_default,rcfilters_watchlist_enabled_default,commitsha_default,has_extension,has_beta_extension,has_rcfilters,has_rcfilters_watchlist,commit_dt,deploy_dt,deploy_gap
kowiki,0,160,16172,5574c85114269ad038dc5332381b38050d9d3e40,,1.0,maximum recall @ precision >= 0.45,maximum recall @ precision >= 0.99,0.0,,,,,1,maximum recall @ precision >= 0.75,,,,,,,,1.0,maximum recall @ precision >= 0.99,maximum recall @ precision >= 0.15,0.0,,,,,,True,False,False,,True,72c9e6157babcbd9fa0021d1fe6e5fa220b6eb1e,False,False,True,False,2019-03-04 11:26:06,2019-03-04 16:27:00,0 days 05:00:54.000000000
kowiki,1,178,0,66b719d1593e8ef54c067fa29575c9a44b4a6d72,,1.0,maximum recall @ precision >= 0.45,maximum recall @ precision >= 0.99,0.0,,,,,1,maximum recall @ precision >= 0.75,,,,,,,,1.0,maximum recall @ precision >= 0.99,maximum recall @ precision >= 0.15,0.0,,,,,True,True,True,,,,66b719d1593e8ef54c067fa29575c9a44b4a6d72,False,False,True,True,2019-08-22 16:17:17,2019-09-03 11:07:00,11 days 18:49:43.000000000
lvwiki,0,116,38645,6656bbeabd2c84ef6db55ea16318e35bcc02e351,,,,maximum recall @ precision >= 0.998,0.0,,,,,,,,,,,,,,1.0,maximum recall @ precision => 0.997,maximum recall @ precision >= 0.15,0.0,maximum recall @ precision >= 0.9,0.0,,,True,,True,True,,False,094740f34c467b8025e197ad894e059364fceda0,False,False,True,False,2018-05-09 16:47:47,2018-05-09 18:04:00,0 days 01:16:13.000000000
lvwiki,1,148,34007,05ccaa39718125f940db8a5f9e955549dec8f61a,,,,maximum recall @ precision >= 0.998,0.0,,,,,,,,,,,,,,1.0,maximum recall @ precision >= 0.997,maximum recall @ precision >= 0.15,0.0,maximum recall @ precision >= 0.9,0.0,,,True,,True,False,,True,05ccaa39718125f940db8a5f9e955549dec8f61a,False,False,False,True,2018-07-17 15:19:29,2018-07-17 22:24:00,0 days 07:04:31.000000000
lvwiki,2,179,23,66b719d1593e8ef54c067fa29575c9a44b4a6d72,,,,maximum recall @ precision >= 0.998,0.0,,,,,,,,,,,,,,1.0,maximum recall @ precision >= 0.997,maximum recall @ precision >= 0.15,0.0,maximum recall @ precision >= 0.9,0.0,,,True,True,True,,,,66b719d1593e8ef54c067fa29575c9a44b4a6d72,False,False,True,True,2019-08-22 16:17:17,2019-09-03 11:07:00,11 days 18:49:43.000000000
mediawikiwiki,0,125,54196,faa77e29375289fb63e88a5aef666fb2f887c2d4,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,False,True,,True,f068f460d2762ce628b285b16c9d4813532faa22,False,False,False,False,2018-06-16 00:00:00,2018-06-16 00:15:00,0 days 00:15:00.000000000
nlwiki,0,57,53774,e943dfe7efd737c034e9efcaf14a82951a4edd44,0.39,,,recall_at_precision(min_precision=0.99),0.0,,,0.75,0.95,,,beta,,,,,,,,,,,recall_at_precision(min_precision=0.9),0.0,False,,True,,True,False,beta,,faa77e29375289fb63e88a5aef666fb2f887c2d4,False,True,False,False,2017-05-09 06:25:31,2017-05-09 13:33:00,0 days 07:07:29.000000000
nlwiki,1,105,41980,ed09270d8f160cc8b962c1cd6d8e0d675bd38f2c,,,,recall_at_precision(min_precision=0.99),0.0,,,,,,,,,,,,,,,,,,recall_at_precision(min_precision=0.9),0.0,,,True,,True,True,,False,094740f34c467b8025e197ad894e059364fceda0,False,False,True,False,2018-03-14 10:19:58,2018-03-14 17:18:00,0 days 06:58:02.000000000
nlwiki,2,149,34016,05ccaa39718125f940db8a5f9e955549dec8f61a,,,,maximum recall @ precision >= 0.99,0.0,,,,,,,,,,,,,,,,,,maximum recall @ precision >= 0.9,0.0,,,True,,True,False,,True,05ccaa39718125f940db8a5f9e955549dec8f61a,False,False,False,True,2018-07-17 15:19:29,2018-07-17 22:24:00,0 days 07:04:31.000000000
nlwiki,3,180,8,66b719d1593e8ef54c067fa29575c9a44b4a6d72,,,,maximum recall @ precision >= 0.99,0.0,,,,,,,,,,,,,,,,,,maximum recall @ precision >= 0.9,0.0,,,True,True,True,,,,66b719d1593e8ef54c067fa29575c9a44b4a6d72,False,False,True,True,2019-08-22 16:17:17,2019-09-03 11:07:00,11 days 18:49:43.000000000
plwiki,0,48,54000,f874d5850ccd9f1ccfb2eb8fb4cf7d7c230121b9,0.19,1.0,0.75,0.472,0.0,1.0,0.392,0.41,0.92,1,0.852,,0.46,0.0,1.0,0.587,,,,,0.909,0.0,,,,,True,,True,False,beta,,faa77e29375289fb63e88a5aef666fb2f887c2d4,False,True,False,False,2017-04-27 11:37:40,2017-04-27 18:41:00,0 days 07:03:20.000000000
plwiki,1,106,41966,ed09270d8f160cc8b962c1cd6d8e0d675bd38f2c,,1.0,recall_at_precision(min_precision=0.75),,,,,,,1,recall_at_precision(min_precision=0.98),,,,,,,,,,,,recall_at_precision(min_precision=0.98),0.0,,,True,,True,True,,False,094740f34c467b8025e197ad894e059364fceda0,False,False,True,False,2018-03-14 10:19:58,2018-03-14 17:18:00,0 days 06:58:02.000000000
plwiki,2,150,33998,05ccaa39718125f940db8a5f9e955549dec8f61a,,1.0,maximum recall @ precision >= 0.75,,,,,,,1,maximum recall @ precision >= 0.98,,,,,,,,,,,,maximum recall @ precision >= 0.98,0.0,,,True,,True,False,,True,05ccaa39718125f940db8a5f9e955549dec8f61a,False,False,False,True,2018-07-17 15:19:29,2018-07-17 22:24:00,0 days 07:04:31.000000000
plwiki,3,181,15,66b719d1593e8ef54c067fa29575c9a44b4a6d72,,1.0,maximum recall @ precision >= 0.75,,,,,,,1,maximum recall @ precision >= 0.98,,,,,,,,,,,,maximum recall @ precision >= 0.98,0.0,,,True,True,True,,,,66b719d1593e8ef54c067fa29575c9a44b4a6d72,False,False,True,True,2019-08-22 16:17:17,2019-09-03 11:07:00,11 days 18:49:43.000000000
ptwiki,0,49,54005,f874d5850ccd9f1ccfb2eb8fb4cf7d7c230121b9,0.24,1.0,0.734,0.303,0.0,1.0,0.294,0.57,0.94,1,0.956,,0.256,0.0,1.0,0.4,,,,,0.715,0.0,,,,,True,,True,False,beta,,faa77e29375289fb63e88a5aef666fb2f887c2d4,False,True,False,False,2017-04-27 11:37:40,2017-04-27 18:41:00,0 days 07:03:20.000000000
ptwiki,1,107,41972,ed09270d8f160cc8b962c1cd6d8e0d675bd38f2c,,,,recall_at_precision(min_precision=0.99),0.0,,,,,,,,,,,,,,,,,,recall_at_precision(min_precision=0.9),0.0,,,True,,True,True,,False,094740f34c467b8025e197ad894e059364fceda0,False,False,True,False,2018-03-14 10:19:58,2018-03-14 17:18:00,0 days 06:58:02.000000000
ptwiki,2,151,34006,05ccaa39718125f940db8a5f9e955549dec8f61a,,,,maximum recall @ precision >= 0.99,0.0,,,,,,,,,,,,,,,,,,maximum recall @ precision >= 0.9,0.0,,,True,,True,False,,True,05ccaa39718125f940db8a5f9e955549dec8f61a,False,False,False,True,2018-07-17 15:19:29,2018-07-17 22:24:00,0 days 07:04:31.000000000
ptwiki,3,182,22,66b719d1593e8ef54c067fa29575c9a44b4a6d72,,,,maximum recall @ precision >= 0.99,0.0,,,,,,,,,,,,,,,,,,maximum recall @ precision >= 0.9,0.0,,,True,True,True,,,,66b719d1593e8ef54c067fa29575c9a44b4a6d72,False,False,True,True,2019-08-22 16:17:17,2019-09-03 11:07:00,11 days 18:49:43.000000000
rowiki,0,108,41964,ed09270d8f160cc8b962c1cd6d8e0d675bd38f2c,,,,,,,,,,1,recall_at_precision(min_precision=0.75),,,,,,,,1.0,filter_rate_at_recall(min_recall=0.9),,,recall_at_precision(min_precision=0.75),0.0,,,True,,True,True,,False,094740f34c467b8025e197ad894e059364fceda0,False,False,True,False,2018-03-14 10:19:58,2018-03-14 17:18:00,0 days 06:58:02.000000000
rowiki,1,152,33996,05ccaa39718125f940db8a5f9e955549dec8f61a,,,,,,,,,,1,maximum recall @ precision >= 0.75,,,,,,,,1.0,maximum filter_rate @ recall >= 0.9,,,maximum recall @ precision >= 0.75,0.0,,,True,,True,False,,True,05ccaa39718125f940db8a5f9e955549dec8f61a,False,False,False,True,2018-07-17 15:19:29,2018-07-17 22:24:00,0 days 07:04:31.000000000
rowiki,2,183,13,66b719d1593e8ef54c067fa29575c9a44b4a6d72,,,,,,,,,,1,maximum recall @ precision >= 0.75,,,,,,,,1.0,maximum filter_rate @ recall >= 0.9,,,maximum recall @ precision >= 0.75,0.0,,,True,True,True,,,,66b719d1593e8ef54c067fa29575c9a44b4a6d72,False,False,True,True,2019-08-22 16:17:17,2019-09-03 11:07:00,11 days 18:49:43.000000000
ruwiki,0,50,54006,f874d5850ccd9f1ccfb2eb8fb4cf7d7c230121b9,0.5,1.0,0.859,0.599,0.0,1.0,0.466,0.73,0.95,1,0.935,,0.081,0.0,1.0,0.57,,,,,0.549,0.0,,,,,True,,True,False,beta,,faa77e29375289fb63e88a5aef666fb2f887c2d4,False,True,False,False,2017-04-27 11:37:40,2017-04-27 18:41:00,0 days 07:03:20.000000000
ruwiki,1,91,46283,1b522a63a8000dba0fe59166032602e083ec5343,,1.0,recall_at_precision(min_precision=0.45),recall_at_precision(min_precision=0.99),0.0,,,,,1,recall_at_precision(min_precision=0.75),,,,,,recall_at_precision(min_precision=0.45),0.0,,,recall_at_precision(min_precision=0.15),0.0,recall_at_precision(min_precision=0.75),0.0,,,False,,False,True,,False,094740f34c467b8025e197ad894e059364fceda0,False,False,False,False,2017-11-27 13:05:24,2017-11-27 19:11:00,0 days 06:05:36.000000000
ruwiki,2,109,41974,ed09270d8f160cc8b962c1cd6d8e0d675bd38f2c,,1.0,recall_at_precision(min_precision=0.45),recall_at_precision(min_precision=0.99),0.0,,,,,1,recall_at_precision(min_precision=0.75),,,,,,recall_at_precision(min_precision=0.45),0.0,,,recall_at_precision(min_precision=0.15),0.0,recall_at_precision(min_precision=0.75),0.0,,,True,,True,True,,False,094740f34c467b8025e197ad894e059364fceda0,False,False,True,False,2018-03-14 10:19:58,2018-03-14 17:18:00,0 days 06:58:02.000000000
ruwiki,3,153,34009,05ccaa39718125f940db8a5f9e955549dec8f61a,,1.0,maximum recall @ precision >= 0.45,maximum recall @ precision >= 0.99,0.0,,,,,1,maximum recall @ precision >= 0.75,,,,,,maximum recall @ precision >= 0.45,0.0,,,maximum recall @ precision >= 0.15,0.0,maximum recall @ precision >= 0.75,0.0,,,True,,True,False,,True,05ccaa39718125f940db8a5f9e955549dec8f61a,False,False,False,True,2018-07-17 15:19:29,2018-07-17 22:24:00,0 days 07:04:31.000000000
ruwiki,4,184,9,66b719d1593e8ef54c067fa29575c9a44b4a6d72,,1.0,maximum recall @ precision >= 0.45,maximum recall @ precision >= 0.99,0.0,,,,,1,maximum recall @ precision >= 0.75,,,,,,maximum recall @ precision >= 0.45,0.0,,,maximum recall @ precision >= 0.15,0.0,maximum recall @ precision >= 0.75,0.0,,,True,True,True,,,,66b719d1593e8ef54c067fa29575c9a44b4a6d72,False,False,True,True,2019-08-22 16:17:17,2019-09-03 11:07:00,11 days 18:49:43.000000000
simplewiki,0,110,41963,ed09270d8f160cc8b962c1cd6d8e0d675bd38f2c,,1.0,recall_at_precision(min_precision=0.45),recall_at_precision(min_precision=0.99),0.0,1.0,recall_at_precision(min_precision=0.15),,,,,,,,,,,,1.0,recall_at_precision(min_precision=0.99),recall_at_precision(min_precision=0.15),0.0,recall_at_precision(min_precision=0.9),0.0,,,True,,True,True,,False,094740f34c467b8025e197ad894e059364fceda0,False,False,True,False,2018-03-14 10:19:58,2018-03-14 17:18:00,0 days 06:58:02.000000000
simplewiki,1,154,33994,05ccaa39718125f940db8a5f9e955549dec8f61a,,1.0,maximum recall @ precision >= 0.45,maximum recall @ precision >= 0.99,0.0,1.0,maximum recall @ precision >= 0.15,,,,,,,,,,,,1.0,maximum recall @ precision >= 0.99,maximum recall @ precision >= 0.15,0.0,maximum recall @ precision >= 0.9,0.0,,,True,,True,False,,True,05ccaa39718125f940db8a5f9e955549dec8f61a,False,False,False,True,2018-07-17 15:19:29,2018-07-17 22:24:00,0 days 07:04:31.000000000
simplewiki,2,185,11,66b719d1593e8ef54c067fa29575c9a44b4a6d72,,1.0,maximum recall @ precision >= 0.45,maximum recall @ precision >= 0.99,0.0,1.0,maximum recall @ precision >= 0.15,,,,,,,,,,,,1.0,maximum recall @ precision >= 0.99,maximum recall @ precision >= 0.15,0.0,maximum recall @ precision >= 0.9,0.0,,,True,True,True,,,,66b719d1593e8ef54c067fa29575c9a44b4a6d72,False,False,True,True,2019-08-22 16:17:17,2019-09-03 11:07:00,11 days 18:49:43.000000000
sqwiki,0,111,41977,ed09270d8f160cc8b962c1cd6d8e0d675bd38f2c,,,,filter_rate_at_recall(min_recall=0.9),0.0,,,,,,,,,,,,recall_at_precision(min_precision=0.45),0.0,1.0,filter_rate_at_recall(min_recall=0.9),recall_at_precision(min_precision=0.15),0.0,recall_at_precision(min_precision=0.9),0.0,,,True,,True,True,,False,094740f34c467b8025e197ad894e059364fceda0,False,False,True,False,2018-03-14 10:19:58,2018-03-14 17:18:00,0 days 06:58:02.000000000
sqwiki,1,155,34013,05ccaa39718125f940db8a5f9e955549dec8f61a,,,,maximum filter_rate @ recall >= 0.9,0.0,,,,,,,,,,,,maximum recall @ precision >= 0.45,0.0,1.0,maximum filter_rate @ recall >= 0.9,maximum recall @ precision >= 0.15,0.0,maximum recall @ precision >= 0.9,0.0,,,True,,True,False,,True,05ccaa39718125f940db8a5f9e955549dec8f61a,False,False,False,True,2018-07-17 15:19:29,2018-07-17 22:24:00,0 days 07:04:31.000000000
sqwiki,2,186,27,66b719d1593e8ef54c067fa29575c9a44b4a6d72,,,,maximum filter_rate @ recall >= 0.9,0.0,,,,,,,,,,,,maximum recall @ precision >= 0.45,0.0,1.0,maximum filter_rate @ recall >= 0.9,maximum recall @ precision >= 0.15,0.0,maximum recall @ precision >= 0.9,0.0,,,True,True,True,,,,66b719d1593e8ef54c067fa29575c9a44b4a6d72,False,False,True,True,2019-08-22 16:17:17,2019-09-03 11:07:00,11 days 18:49:43.000000000
srwiki,0,156,33995,05ccaa39718125f940db8a5f9e955549dec8f61a,,1.0,maximum recall @ precision >= 0.45,maximum recall @ precision >= 0.999,0.0,,,,,1,maximum recall @ precision >= 0.75,,,,,,,,,,,,,,,,True,,True,False,,True,05ccaa39718125f940db8a5f9e955549dec8f61a,False,False,False,True,2018-07-17 15:19:29,2018-07-17 22:24:00,0 days 07:04:31.000000000
srwiki,1,187,12,66b719d1593e8ef54c067fa29575c9a44b4a6d72,,1.0,maximum recall @ precision >= 0.45,maximum recall @ precision >= 0.999,0.0,,,,,1,maximum recall @ precision >= 0.75,,,,,,,,,,,,,,,,True,True,True,,,,66b719d1593e8ef54c067fa29575c9a44b4a6d72,False,False,True,True,2019-08-22 16:17:17,2019-09-03 11:07:00,11 days 18:49:43.000000000
svwiki,0,112,41979,ed09270d8f160cc8b962c1cd6d8e0d675bd38f2c,,1.0,recall_at_precision(min_precision=0.75),,,,,,,1,recall_at_precision(min_precision=0.98),,,,,,,,1.0,recall_at_precision(min_precision=0.999),,,recall_at_precision(min_precision=0.9),0.0,,,True,,True,True,,False,094740f34c467b8025e197ad894e059364fceda0,False,False,True,False,2018-03-14 10:19:58,2018-03-14 17:18:00,0 days 06:58:02.000000000
svwiki,1,157,34015,05ccaa39718125f940db8a5f9e955549dec8f61a,,1.0,maximum recall @ precision >= 0.75,,,,,,,1,maximum recall @ precision >= 0.98,,,,,,,,1.0,maximum recall @ precision >= 0.999,,,maximum recall @ precision >= 0.9,0.0,,,True,,True,False,,True,05ccaa39718125f940db8a5f9e955549dec8f61a,False,False,False,True,2018-07-17 15:19:29,2018-07-17 22:24:00,0 days 07:04:31.000000000
svwiki,2,188,29,66b719d1593e8ef54c067fa29575c9a44b4a6d72,,1.0,maximum recall @ precision >= 0.75,,,,,,,1,maximum recall @ precision >= 0.98,,,,,,,,1.0,maximum recall @ precision >= 0.999,,,maximum recall @ precision >= 0.9,0.0,,,True,True,True,,,,66b719d1593e8ef54c067fa29575c9a44b4a6d72,False,False,True,True,2019-08-22 16:17:17,2019-09-03 11:07:00,11 days 18:49:43.000000000
test2wiki,0,131,54192,faa77e29375289fb63e88a5aef666fb2f887c2d4,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,False,True,,True,f068f460d2762ce628b285b16c9d4813532faa22,False,False,False,False,2018-06-16 00:00:00,2018-06-16 00:15:00,0 days 00:15:00.000000000
test2wiki,1,189,21,66b719d1593e8ef54c067fa29575c9a44b4a6d72,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,,,,66b719d1593e8ef54c067fa29575c9a44b4a6d72,False,False,True,True,2019-08-22 16:17:17,2019-09-03 11:07:00,11 days 18:49:43.000000000
testwiki,0,132,54191,faa77e29375289fb63e88a5aef666fb2f887c2d4,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,False,True,,True,f068f460d2762ce628b285b16c9d4813532faa22,False,False,False,False,2018-06-16 00:00:00,2018-06-16 00:15:00,0 days 00:15:00.000000000
testwiki,1,190,4,66b719d1593e8ef54c067fa29575c9a44b4a6d72,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,,,,66b719d1593e8ef54c067fa29575c9a44b4a6d72,False,False,True,True,2019-08-22 16:17:17,2019-09-03 11:07:00,11 days 18:49:43.000000000
trwiki,0,51,53998,f874d5850ccd9f1ccfb2eb8fb4cf7d7c230121b9,0.2,1.0,0.882,0.155,0.0,1.0,0.105,0.58,0.92,1,0.912,,0.119,0.0,1.0,0.809,,,,,0.86,0.0,,,,,True,,True,False,beta,,faa77e29375289fb63e88a5aef666fb2f887c2d4,False,True,False,False,2017-04-27 11:37:40,2017-04-27 18:41:00,0 days 07:03:20.000000000
trwiki,1,113,41976,ed09270d8f160cc8b962c1cd6d8e0d675bd38f2c,,1.0,recall_at_precision(min_precision=0.45),,,,,,,1,recall_at_precision(min_precision=0.75),,,,,,recall_at_precision(min_precision=0.45),0.0,,,,,recall_at_precision(min_precision=0.75),0.0,,,True,,True,True,,False,094740f34c467b8025e197ad894e059364fceda0,False,False,True,False,2018-03-14 10:19:58,2018-03-14 17:18:00,0 days 06:58:02.000000000
trwiki,2,158,34011,05ccaa39718125f940db8a5f9e955549dec8f61a,,1.0,maximum recall @ precision >= 0.45,,,,,,,1,maximum recall @ precision >= 0.75,,,,,,maximum recall @ precision >= 0.45,0.0,,,,,maximum recall @ precision >= 0.75,0.0,,,True,,True,False,,True,05ccaa39718125f940db8a5f9e955549dec8f61a,False,False,False,True,2018-07-17 15:19:29,2018-07-17 22:24:00,0 days 07:04:31.000000000
trwiki,3,191,26,66b719d1593e8ef54c067fa29575c9a44b4a6d72,,1.0,maximum recall @ precision >= 0.45,,,,,,,1,maximum recall @ precision >= 0.75,,,,,,maximum recall @ precision >= 0.45,0.0,,,,,maximum recall @ precision >= 0.75,0.0,,,True,True,True,,,,66b719d1593e8ef54c067fa29575c9a44b4a6d72,False,False,True,True,2019-08-22 16:17:17,2019-09-03 11:07:00,11 days 18:49:43.000000000
wikidatawiki,0,58,53773,e943dfe7efd737c034e9efcaf14a82951a4edd44,0.92,1.0,recall_at_precision(min_precision=0.75),,,,,0.97,0.99,,,beta,,,,,,,,,,,recall_at_precision(min_precision=0.9),0.0,False,,True,,True,False,beta,,faa77e29375289fb63e88a5aef666fb2f887c2d4,False,True,False,False,2017-05-09 06:25:31,2017-05-09 13:33:00,0 days 07:07:29.000000000
wikidatawiki,1,92,46279,1b522a63a8000dba0fe59166032602e083ec5343,,1.0,recall_at_precision(min_precision=0.08),,,,,,,recall_at_precision(min_precision=0.12),0,,,,,,,,,,,,recall_at_precision(min_precision=0.9),0.0,,,False,,False,True,,False,094740f34c467b8025e197ad894e059364fceda0,False,False,False,False,2017-11-27 13:05:24,2017-11-27 19:11:00,0 days 06:05:36.000000000
wikidatawiki,2,114,41968,ed09270d8f160cc8b962c1cd6d8e0d675bd38f2c,,1.0,recall_at_precision(min_precision=0.75),,,,,,,,,,,,,,,,,,,,recall_at_precision(min_precision=0.9),0.0,,,True,,True,True,,False,094740f34c467b8025e197ad894e059364fceda0,False,False,True,False,2018-03-14 10:19:58,2018-03-14 17:18:00,0 days 06:58:02.000000000
wikidatawiki,3,159,34000,05ccaa39718125f940db8a5f9e955549dec8f61a,,1.0,maximum recall @ precision >= 0.75,,,,,,,,,,,,,,,,,,,,maximum recall @ precision >= 0.9,0.0,,,True,,True,False,,True,05ccaa39718125f940db8a5f9e955549dec8f61a,False,False,False,True,2018-07-17 15:19:29,2018-07-17 22:24:00,0 days 07:04:31.000000000
wikidatawiki,4,192,16,66b719d1593e8ef54c067fa29575c9a44b4a6d72,,1.0,maximum recall @ precision >= 0.75,,,,,,,,,,,,,,,,,,,,maximum recall @ precision >= 0.9,0.0,,,True,True,True,,,,66b719d1593e8ef54c067fa29575c9a44b4a6d72,False,False,True,True,2019-08-22 16:17:17,2019-09-03 11:07:00,11 days 18:49:43.000000000
